transcript.id	024_B2	074_B2	090_subseq	146_B1	153_B3	258_B3
TRINITY_DN144518_c0_g1_i3	5	0	1	29	0	0
TRINITY_DN144483_c7_g1_i1	0	0	0	0	19	10
TRINITY_DN144291_c5_g7_i1	19	0	0	1047	0	22
TRINITY_DN141713_c1_g2_i1	0	0	0	0	7	2
TRINITY_DN141713_c1_g2_i3	0	8	1	0	0	0
TRINITY_DN131149_c0_g2_i1	3	0	1	0	0	0
TRINITY_DN131100_c0_g1_i5	0	0	0	3	0	4
TRINITY_DN129538_c3_g1_i1	1	0	2	0	3	0
TRINITY_DN134571_c44_g1_i3	212	54	139	741	8	747
TRINITY_DN144747_c1_g1_i4	2	0	5	0	0	0
TRINITY_DN144771_c2_g7_i2	33	0	11	0	0	40
TRINITY_DN144754_c1_g1_i1	19	0	0	2	0	4
TRINITY_DN144811_c2_g1_i1	10	0	3	0	0	1
TRINITY_DN144811_c2_g1_i2	32	0	8	0	0	44
TRINITY_DN144823_c1_g2_i1	3	0	25	0	2	0
TRINITY_DN144825_c5_g1_i5	2	0	0	1	0	8
TRINITY_DN142823_c1_g1_i2	0	0	0	0	13	4
TRINITY_DN142739_c1_g1_i1	10	0	0	0	7	73
TRINITY_DN135950_c1_g1_i1	3	2	1	0	0	1
TRINITY_DN136156_c0_g2_i2	0	5	1	0	0	22
TRINITY_DN136118_c0_g1_i1	2	0	1	0	0	8
TRINITY_DN137258_c5_g1_i6	9	21	1	0	0	28
TRINITY_DN137631_c5_g1_i2	1	0	1	7	0	0
TRINITY_DN136903_c2_g1_i6	0	0	0	5	0	3
TRINITY_DN136922_c1_g3_i3	0	0	0	2	0	2
TRINITY_DN134023_c3_g2_i2	1	0	1	0	0	0
TRINITY_DN144555_c1_g1_i8	0	0	0	1	0	24
TRINITY_DN144624_c4_g1_i1	0	0	0	14	0	14
TRINITY_DN144558_c2_g1_i2	2	0	1	0	0	0
TRINITY_DN144559_c1_g1_i11	2	0	1	7	0	1
TRINITY_DN144610_c1_g1_i1	49	0	1	0	0	27
TRINITY_DN131740_c0_g1_i1	0	0	0	1	0	2
TRINITY_DN144044_c6_g1_i2	1	0	1	6	0	8
TRINITY_DN144044_c6_g1_i4	2	0	1	0	0	24
TRINITY_DN144063_c5_g2_i1	0	99	7	0	30	38
TRINITY_DN142969_c1_g1_i4	1	0	0	1	0	0
TRINITY_DN143020_c3_g1_i1	5	28	0	0	0	1
TRINITY_DN143018_c39_g5_i1	378	0	32	0	82	418
TRINITY_DN143018_c39_g5_i2	0	681	0	0	652	60
TRINITY_DN143018_c44_g10_i2	0	0	0	0	1	9
TRINITY_DN130289_c0_g1_i1	1	0	0	8	0	2
TRINITY_DN131424_c0_g1_i4	0	0	0	3	0	1
TRINITY_DN138312_c4_g6_i3	3	0	9	0	0	13
TRINITY_DN143683_c0_g2_i1	18	0	23	0	0	2
TRINITY_DN143683_c0_g1_i8	3	0	4	0	0	0
TRINITY_DN141378_c0_g1_i1	4	0	1	0	0	5
TRINITY_DN133276_c1_g1_i1	22	0	0	0	33	10
TRINITY_DN145983_c5_g3_i1	45	5	0	1679	0	2
TRINITY_DN142174_c7_g1_i1	2	0	2	0	1	1
TRINITY_DN142178_c2_g1_i3	1	0	0	3	0	2
TRINITY_DN138200_c2_g1_i1	0	31	2	0	0	0
TRINITY_DN142309_c15_g5_i3	85	0	9	0	7	17
TRINITY_DN137350_c1_g1_i5	1	7	0	0	0	3
TRINITY_DN139333_c4_g6_i1	0	7	1	8	0	0
TRINITY_DN151468_c5_g1_i1	0	0	95	1	0	3
TRINITY_DN140874_c2_g1_i5	0	0	1	1	0	2
TRINITY_DN140874_c2_g1_i6	1	0	1	15	0	3
TRINITY_DN137133_c9_g1_i1	2	89	0	92	0	0
TRINITY_DN144937_c0_g1_i11	2	0	8	0	0	46
TRINITY_DN145016_c4_g1_i1	3	0	5	0	0	7
TRINITY_DN145016_c4_g1_i5	3	0	21	0	0	20
TRINITY_DN144974_c2_g2_i18	3	0	1	0	0	2
TRINITY_DN144971_c2_g1_i1	14	0	1	0	0	2
TRINITY_DN142115_c6_g1_i3	1	0	1	0	31	0
TRINITY_DN142033_c3_g2_i1	11	0	4	0	16	1
TRINITY_DN142033_c4_g1_i1	4	0	3	5	26	4
TRINITY_DN145774_c5_g2_i5	9	0	4	0	12	130
TRINITY_DN145741_c0_g1_i2	5	0	53	0	42	13
TRINITY_DN139116_c3_g1_i4	1	0	3	5	0	4
TRINITY_DN145435_c1_g1_i3	10	0	35	0	5	2
TRINITY_DN145502_c1_g1_i5	0	2	14	0	0	43
TRINITY_DN145467_c1_g1_i7	47	0	0	91	0	10
TRINITY_DN145457_c2_g1_i4	8	0	0	2	0	17
TRINITY_DN145458_c4_g1_i1	18	0	22	3	0	19
TRINITY_DN145477_c0_g1_i4	8	0	2	0	0	0
TRINITY_DN383657_c1_g2_i1	111	0	47	89	0	178
TRINITY_DN385865_c1_g1_i1	34	0	1	0	0	1
TRINITY_DN391824_c1_g1_i1	179	0	1	0	0	63
TRINITY_DN32023_c2_g1_i2	1	0	6	0	0	0
TRINITY_DN85531_c0_g1_i1	0	0	0	5	1	9
TRINITY_DN92149_c2_g3_i1	1	0	1	0	0	3
TRINITY_DN60060_c0_g9_i1	6	0	56	0	0	20
TRINITY_DN85643_c0_g1_i1	632	0	1	1	0	94
TRINITY_DN7230_c1_g2_i2	4	0	2	0	69	8
TRINITY_DN851511_c0_g1_i1	0	0	0	0	35	4
TRINITY_DN1090249_c1_g1_i1	8	0	1	106	0	0
TRINITY_DN1091132_c10_g1_i1	62	0	1	4601	0	26
