"Var1"	"Var2"	"value"	"pvalue"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales"	"TRINITY_DN145548_c0_g2_i1"	0.927633657043918	0.00766584418747307
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales"	"TRINITY_DN145548_c0_g2_i1"	-0.985610760609162	0.000309085667849818
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium"	"TRINITY_DN145548_c0_g2_i1"	-0.985610760609162	0.000309085667849818
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii"	"TRINITY_DN145548_c0_g2_i1"	-0.985610760609162	0.000309085667849818
"k__Bacteria.p__Proteobacteria"	"TRINITY_DN144690_c1_g2_i9"	0.828571428571429	0.0415626822157433
"k__Bacteria.p__Firmicutes.c__Bacilli"	"TRINITY_DN144690_c1_g2_i9"	-0.885714285714286	0.0188454810495626
"k__Bacteria.p__Firmicutes"	"TRINITY_DN145655_c4_g1_i2"	0.828571428571429	0.0415626822157433
"k__Bacteria.p__Proteobacteria"	"TRINITY_DN145655_c4_g1_i2"	0.828571428571429	0.0415626822157433
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis"	"TRINITY_DN145261_c61_g1_i4"	-1	0
"k__Bacteria.p__Proteobacteria"	"TRINITY_DN144424_c2_g1_i2"	0.885714285714286	0.0188454810495626
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi"	"TRINITY_DN144424_c2_g1_i2"	0.885714285714286	0.0188454810495626
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales"	"TRINITY_DN144424_c2_g1_i2"	0.885714285714286	0.0188454810495626
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae"	"TRINITY_DN144424_c2_g1_i2"	0.885714285714286	0.0188454810495626
"k__Bacteria.p__Firmicutes"	"TRINITY_DN144063_c5_g2_i1"	0.885714285714286	0.0188454810495626
"k__Bacteria.p__Firmicutes.c__Clostridia"	"TRINITY_DN144063_c5_g2_i1"	0.942857142857143	0.0048046647230322
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales"	"TRINITY_DN144063_c5_g2_i1"	0.942857142857143	0.0048046647230322
"k__Bacteria.p__Bacteroidetes"	"TRINITY_DN143018_c39_g5_i1"	-0.828571428571429	0.0415626822157433
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia"	"TRINITY_DN143018_c39_g5_i1"	-0.828571428571429	0.0415626822157433
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi"	"TRINITY_DN143018_c39_g5_i1"	0.942857142857143	0.0048046647230322
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales"	"TRINITY_DN143018_c39_g5_i1"	-0.828571428571429	0.0415626822157433
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales"	"TRINITY_DN143018_c39_g5_i1"	0.942857142857143	0.0048046647230322
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae"	"TRINITY_DN143018_c39_g5_i1"	0.942857142857143	0.0048046647230322
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis"	"TRINITY_DN142309_c15_g5_i3"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN142033_c4_g1_i1"	0.811679449913428	0.0498575851013405
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN142033_c4_g1_i1"	0.811679449913428	0.0498575851013405
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN145458_c4_g1_i1"	-0.942857142857143	0.0048046647230322
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__adolescentis"	"TRINITY_DN145458_c4_g1_i1"	0.828571428571429	0.0415626822157433
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN145458_c4_g1_i1"	-0.942857142857143	0.0048046647230322
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN7230_c1_g2_i2"	0.885714285714286	0.0188454810495626
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN7230_c1_g2_i2"	0.885714285714286	0.0188454810495626
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN144643_c3_g1_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN144643_c3_g1_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis"	"TRINITY_DN144643_c3_g1_i1"	-1	0
"k__Bacteria.p__Firmicutes.c__Bacilli"	"TRINITY_DN145300_c5_g1_i3"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN145300_c5_g1_i3"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN145300_c5_g1_i3"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Bacilli"	"TRINITY_DN138543_c2_g6_i1"	-0.974679434480896	0.00481823046819851
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia"	"TRINITY_DN142388_c1_g1_i2"	-0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales"	"TRINITY_DN142388_c1_g1_i2"	-0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae"	"TRINITY_DN142388_c1_g1_i2"	-0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella"	"TRINITY_DN142388_c1_g1_i2"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium"	"TRINITY_DN142388_c1_g1_i2"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii"	"TRINITY_DN142388_c1_g1_i2"	0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__aerofaciens"	"TRINITY_DN142388_c1_g1_i2"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes"	"TRINITY_DN138674_c4_g1_i1"	-1	0
"k__Bacteria.p__Firmicutes.c__Clostridia"	"TRINITY_DN138674_c4_g1_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales"	"TRINITY_DN138674_c4_g1_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia"	"TRINITY_DN145367_c3_g1_i1"	1	0
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales"	"TRINITY_DN145367_c3_g1_i1"	1	0
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae"	"TRINITY_DN145367_c3_g1_i1"	1	0
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella"	"TRINITY_DN145367_c3_g1_i1"	1	0
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__aerofaciens"	"TRINITY_DN145367_c3_g1_i1"	1	0
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN145401_c1_g1_i2"	1	0
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN145401_c1_g1_i2"	1	0
"k__Bacteria.p__Proteobacteria"	"TRINITY_DN141075_c3_g1_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi"	"TRINITY_DN141075_c3_g1_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales"	"TRINITY_DN141075_c3_g1_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae"	"TRINITY_DN141075_c3_g1_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis"	"TRINITY_DN144465_c6_g1_i3"	1	0
"k__Bacteria.p__Firmicutes"	"TRINITY_DN144754_c1_g1_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia"	"TRINITY_DN144754_c1_g1_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales"	"TRINITY_DN144754_c1_g1_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium"	"TRINITY_DN144754_c1_g1_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__prausnitzii"	"TRINITY_DN144754_c1_g1_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN144823_c1_g2_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN144823_c1_g2_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia"	"TRINITY_DN135950_c1_g1_i1"	0.894427190999916	0.0405193263538339
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales"	"TRINITY_DN135950_c1_g1_i1"	0.894427190999916	0.0405193263538339
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia"	"TRINITY_DN137258_c5_g1_i6"	0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales"	"TRINITY_DN137258_c5_g1_i6"	0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae"	"TRINITY_DN137258_c5_g1_i6"	0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella"	"TRINITY_DN137258_c5_g1_i6"	0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__aerofaciens"	"TRINITY_DN137258_c5_g1_i6"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN133276_c1_g1_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN133276_c1_g1_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides.s__distasonis"	"TRINITY_DN140874_c2_g1_i6"	-1	0
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia"	"TRINITY_DN139116_c3_g1_i4"	0.974679434480896	0.00481823046819851
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales"	"TRINITY_DN139116_c3_g1_i4"	0.974679434480896	0.00481823046819851
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae"	"TRINITY_DN139116_c3_g1_i4"	0.974679434480896	0.00481823046819851
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella"	"TRINITY_DN139116_c3_g1_i4"	0.974679434480896	0.00481823046819851
"k__Bacteria.p__Bacteroidetes"	"TRINITY_DN145435_c1_g1_i3"	0.9	0.0373860734684985
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia"	"TRINITY_DN145435_c1_g1_i3"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi"	"TRINITY_DN145435_c1_g1_i3"	-0.9	0.0373860734684985
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales"	"TRINITY_DN145435_c1_g1_i3"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales"	"TRINITY_DN145435_c1_g1_i3"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae"	"TRINITY_DN145435_c1_g1_i3"	-0.9	0.0373860734684985
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__adolescentis"	"TRINITY_DN145435_c1_g1_i3"	-1	0
"k__Bacteria.p__Firmicutes.c__Bacilli"	"TRINITY_DN60060_c0_g9_i1"	0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN60060_c0_g9_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN60060_c0_g9_i1"	-0.9	0.0373860734684985
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium"	"TRINITY_DN1091132_c10_g1_i1"	1	0
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Phascolarctobacterium.s__"	"TRINITY_DN1091132_c10_g1_i1"	1	0
