sequence	Net charge at pH 7
TRINITY_DN136312_c3_g1_i18.p3 TRINITY_DN136312_c3_g1~~TRINITY_DN136312_c3_g1_i18.p3  ORF type:5prime_partial len:36 (-),score=8.97 TRINITY_DN136312_c3_g1_i18:215-322(-)	0.8302642844190782
TRINITY_DN136668_c3_g2_i2.p10 TRINITY_DN136668_c3_g2~~TRINITY_DN136668_c3_g2_i2.p10  ORF type:complete len:11 (-),score=1.27 TRINITY_DN136668_c3_g2_i2:99-131(-)	-0.510545303556666
TRINITY_DN136903_c2_g1_i6.p1 TRINITY_DN136903_c2_g1~~TRINITY_DN136903_c2_g1_i6.p1  ORF type:5prime_partial len:80 (+),score=5.72 TRINITY_DN136903_c2_g1_i6:1-240(+)	-2.2512651858195802
TRINITY_DN136922_c1_g3_i3.p6 TRINITY_DN136922_c1_g3~~TRINITY_DN136922_c1_g3_i3.p6  ORF type:3prime_partial len:11 (-),score=2.28 TRINITY_DN136922_c1_g3_i3:3-32(-)	1.499345686642343
TRINITY_DN137096_c2_g1_i1.p3 TRINITY_DN137096_c2_g1~~TRINITY_DN137096_c2_g1_i1.p3  ORF type:5prime_partial len:36 (+),score=12.81 TRINITY_DN137096_c2_g1_i1:3-110(+)	0.8584028697537764
TRINITY_DN137096_c3_g3_i1.p7 TRINITY_DN137096_c3_g3~~TRINITY_DN137096_c3_g3_i1.p7  ORF type:5prime_partial len:16 (-),score=1.62 TRINITY_DN137096_c3_g3_i1:222-269(-)	-2.163050621361163
TRINITY_DN137133_c9_g1_i1.p11 TRINITY_DN137133_c9_g1~~TRINITY_DN137133_c9_g1_i1.p11  ORF type:3prime_partial len:13 (+),score=2.55 TRINITY_DN137133_c9_g1_i1:608-643(+)	-0.4996453124586552
TRINITY_DN137258_c5_g1_i6.p11 TRINITY_DN137258_c5_g1~~TRINITY_DN137258_c5_g1_i6.p11  ORF type:complete len:8 (-),score=2.92 TRINITY_DN137258_c5_g1_i6:329-352(-)	-1.4985245515188106
TRINITY_DN137350_c1_g1_i5.p2 TRINITY_DN137350_c1_g1~~TRINITY_DN137350_c1_g1_i5.p2  ORF type:5prime_partial len:48 (-),score=2.48 TRINITY_DN137350_c1_g1_i5:175-318(-)	4.820881256402993
TRINITY_DN137631_c5_g1_i2.p3 TRINITY_DN137631_c5_g1~~TRINITY_DN137631_c5_g1_i2.p3  ORF type:5prime_partial len:33 (-),score=6.01 TRINITY_DN137631_c5_g1_i2:338-436(-)	5.952524861684349
TRINITY_DN138200_c2_g1_i1.p2 TRINITY_DN138200_c2_g1~~TRINITY_DN138200_c2_g1_i1.p2  ORF type:complete len:73 (+),score=2.95 TRINITY_DN138200_c2_g1_i1:454-672(+)	6.471451156777411
TRINITY_DN138312_c4_g6_i3.p2 TRINITY_DN138312_c4_g6~~TRINITY_DN138312_c4_g6_i3.p2  ORF type:5prime_partial len:67 (+),score=10.08 TRINITY_DN138312_c4_g6_i3:2-202(+)	-8.082324755750037
TRINITY_DN138543_c2_g6_i1.p4 TRINITY_DN138543_c2_g6~~TRINITY_DN138543_c2_g6_i1.p4  ORF type:5prime_partial len:15 (-),score=4.00 TRINITY_DN138543_c2_g6_i1:231-275(-)	-0.23808692483648786
TRINITY_DN138543_c2_g6_i2.p5 TRINITY_DN138543_c2_g6~~TRINITY_DN138543_c2_g6_i2.p5  ORF type:5prime_partial len:10 (-),score=0.19 TRINITY_DN138543_c2_g6_i2:221-250(-)	-1.2030046512060686
TRINITY_DN138674_c4_g1_i1.p5 TRINITY_DN138674_c4_g1~~TRINITY_DN138674_c4_g1_i1.p5  ORF type:5prime_partial len:25 (+),score=6.63 TRINITY_DN138674_c4_g1_i1:2-76(+)	2.7617165342397185
TRINITY_DN138681_c7_g1_i1.p3 TRINITY_DN138681_c7_g1~~TRINITY_DN138681_c7_g1_i1.p3  ORF type:5prime_partial len:34 (+),score=4.99 TRINITY_DN138681_c7_g1_i1:3-104(+)	6.748965082567494
TRINITY_DN139116_c3_g1_i4.p2 TRINITY_DN139116_c3_g1~~TRINITY_DN139116_c3_g1_i4.p2  ORF type:3prime_partial len:97 (+),score=23.40 TRINITY_DN139116_c3_g1_i4:129-416(+)	-4.511612648855622
TRINITY_DN139333_c4_g6_i1.p1 TRINITY_DN139333_c4_g6~~TRINITY_DN139333_c4_g6_i1.p1  ORF type:complete len:98 (-),score=31.47 TRINITY_DN139333_c4_g6_i1:345-638(-)	1.0223012465171593
TRINITY_DN139720_c6_g2_i1.p4 TRINITY_DN139720_c6_g2~~TRINITY_DN139720_c6_g2_i1.p4  ORF type:5prime_partial len:11 (-),score=2.10 TRINITY_DN139720_c6_g2_i1:199-231(-)	2.7571046111923003
TRINITY_DN140335_c3_g1_i1.p5 TRINITY_DN140335_c3_g1~~TRINITY_DN140335_c3_g1_i1.p5  ORF type:complete len:7 (-),score=0.65 TRINITY_DN140335_c3_g1_i1:153-173(-)	-0.4996453124586552
TRINITY_DN140448_c4_g7_i2.p7 TRINITY_DN140448_c4_g7~~TRINITY_DN140448_c4_g7_i2.p7  ORF type:5prime_partial len:34 (-),score=6.07 TRINITY_DN140448_c4_g7_i2:626-727(-)	7.3931168084886725
TRINITY_DN140586_c3_g1_i1.p1 TRINITY_DN140586_c3_g1~~TRINITY_DN140586_c3_g1_i1.p1  ORF type:5prime_partial len:75 (+),score=1.26 TRINITY_DN140586_c3_g1_i1:2-226(+)	-3.2455776541570724
TRINITY_DN140874_c2_g1_i5.p1 TRINITY_DN140874_c2_g1~~TRINITY_DN140874_c2_g1_i5.p1  ORF type:5prime_partial len:85 (-),score=12.50 TRINITY_DN140874_c2_g1_i5:76-330(-)	1.600342237511251
TRINITY_DN140874_c2_g1_i6.p1 TRINITY_DN140874_c2_g1~~TRINITY_DN140874_c2_g1_i6.p1  ORF type:5prime_partial len:72 (-),score=14.06 TRINITY_DN140874_c2_g1_i6:77-292(-)	1.897076869404268
TRINITY_DN140952_c1_g1_i1.p3 TRINITY_DN140952_c1_g1~~TRINITY_DN140952_c1_g1_i1.p3  ORF type:5prime_partial len:18 (-),score=2.08 TRINITY_DN140952_c1_g1_i1:189-242(-)	0.8404305408464099
TRINITY_DN141022_c2_g2_i1.p1 TRINITY_DN141022_c2_g2~~TRINITY_DN141022_c2_g2_i1.p1  ORF type:5prime_partial len:72 (+),score=4.66 TRINITY_DN141022_c2_g2_i1:3-218(+)	6.718218329988518
TRINITY_DN141075_c3_g1_i1.p9 TRINITY_DN141075_c3_g1~~TRINITY_DN141075_c3_g1_i1.p9  ORF type:5prime_partial len:14 (-),score=5.74 TRINITY_DN141075_c3_g1_i1:778-819(-)	3.457961916195805
TRINITY_DN141075_c3_g1_i2.p4 TRINITY_DN141075_c3_g1~~TRINITY_DN141075_c3_g1_i2.p4  ORF type:5prime_partial len:14 (-),score=5.74 TRINITY_DN141075_c3_g1_i2:332-373(-)	3.457961916195805
TRINITY_DN141378_c0_g1_i1.p7 TRINITY_DN141378_c0_g1~~TRINITY_DN141378_c0_g1_i1.p7  ORF type:5prime_partial len:11 (-),score=2.04 TRINITY_DN141378_c0_g1_i1:321-353(-)	0.7637145362377202
TRINITY_DN141713_c1_g2_i1.p1 TRINITY_DN141713_c1_g2~~TRINITY_DN141713_c1_g2_i1.p1  ORF type:complete len:77 (+),score=1.92 TRINITY_DN141713_c1_g2_i1:320-550(+)	7.478675041338613
TRINITY_DN141713_c1_g2_i3.p1 TRINITY_DN141713_c1_g2~~TRINITY_DN141713_c1_g2_i3.p1  ORF type:complete len:77 (+),score=1.92 TRINITY_DN141713_c1_g2_i3:332-562(+)	7.478675041338613
TRINITY_DN141948_c0_g1_i1.p8 TRINITY_DN141948_c0_g1~~TRINITY_DN141948_c0_g1_i1.p8  ORF type:complete len:5 (-),score=1.49 TRINITY_DN141948_c0_g1_i1:70-84(-)	-0.4996453124586552
TRINITY_DN142033_c3_g2_i1.p10 TRINITY_DN142033_c3_g2~~TRINITY_DN142033_c3_g2_i1.p10  ORF type:complete len:22 (+),score=6.10 TRINITY_DN142033_c3_g2_i1:371-436(+)	3.478534705545321
TRINITY_DN142033_c4_g1_i1.p4 TRINITY_DN142033_c4_g1~~TRINITY_DN142033_c4_g1_i1.p4  ORF type:5prime_partial len:52 (-),score=6.39 TRINITY_DN142033_c4_g1_i1:560-715(-)	4.932176652548411
TRINITY_DN142115_c6_g1_i3.p7 TRINITY_DN142115_c6_g1~~TRINITY_DN142115_c6_g1_i3.p7  ORF type:complete len:10 (-),score=2.44 TRINITY_DN142115_c6_g1_i3:402-431(-)	-0.49952355251781144
TRINITY_DN142174_c7_g1_i1.p1 TRINITY_DN142174_c7_g1~~TRINITY_DN142174_c7_g1_i1.p1  ORF type:5prime_partial len:28 (+),score=2.47 TRINITY_DN142174_c7_g1_i1:1-84(+)	2.7621265953451957
TRINITY_DN142178_c2_g1_i3.p4 TRINITY_DN142178_c2_g1~~TRINITY_DN142178_c2_g1_i3.p4  ORF type:5prime_partial len:23 (-),score=1.92 TRINITY_DN142178_c2_g1_i3:119-187(-)	-0.23797516479564518
TRINITY_DN142309_c15_g5_i3.p3 TRINITY_DN142309_c15_g5~~TRINITY_DN142309_c15_g5_i3.p3  ORF type:5prime_partial len:43 (-),score=4.85 TRINITY_DN142309_c15_g5_i3:291-419(-)	-5.150586252387636
TRINITY_DN142340_c0_g1_i1.p6 TRINITY_DN142340_c0_g1~~TRINITY_DN142340_c0_g1_i1.p6  ORF type:complete len:9 (-),score=5.54 TRINITY_DN142340_c0_g1_i1:180-206(-)	-4.485854886830691
TRINITY_DN142388_c1_g1_i2.p11 TRINITY_DN142388_c1_g1~~TRINITY_DN142388_c1_g1_i2.p11  ORF type:5prime_partial len:11 (-),score=3.11 TRINITY_DN142388_c1_g1_i2:430-462(-)	0.8376300787732007
TRINITY_DN142402_c3_g5_i2.p9 TRINITY_DN142402_c3_g5~~TRINITY_DN142402_c3_g5_i2.p9  ORF type:5prime_partial len:6 (-),score=2.40 TRINITY_DN142402_c3_g5_i2:231-248(-)	-2.2359671628976425
TRINITY_DN142511_c2_g2_i11.p5 TRINITY_DN142511_c2_g2~~TRINITY_DN142511_c2_g2_i11.p5  ORF type:5prime_partial len:18 (-),score=1.89 TRINITY_DN142511_c2_g2_i11:376-429(-)	-0.1597029656410669
TRINITY_DN142526_c5_g1_i7.p5 TRINITY_DN142526_c5_g1~~TRINITY_DN142526_c5_g1_i7.p5  ORF type:5prime_partial len:13 (+),score=2.25 TRINITY_DN142526_c5_g1_i7:2-40(+)	1.7561056101932988
TRINITY_DN142562_c4_g9_i3.p6 TRINITY_DN142562_c4_g9~~TRINITY_DN142562_c4_g9_i3.p6  ORF type:complete len:12 (-),score=2.05 TRINITY_DN142562_c4_g9_i3:146-181(-)	1.489444696543333
TRINITY_DN142590_c2_g1_i1.p3 TRINITY_DN142590_c2_g1~~TRINITY_DN142590_c2_g1_i1.p3  ORF type:complete len:51 (-),score=1.03 TRINITY_DN142590_c2_g1_i1:53-205(-)	-1.2708832630638276
TRINITY_DN142739_c1_g1_i1.p6 TRINITY_DN142739_c1_g1~~TRINITY_DN142739_c1_g1_i1.p6  ORF type:complete len:9 (+),score=3.49 TRINITY_DN142739_c1_g1_i1:116-142(+)	-0.49771209154360196
TRINITY_DN142823_c1_g1_i2.p2 TRINITY_DN142823_c1_g1~~TRINITY_DN142823_c1_g1_i2.p2  ORF type:complete len:64 (+),score=3.46 TRINITY_DN142823_c1_g1_i2:98-289(+)	1.9260375560165715
TRINITY_DN142862_c0_g1_i1.p1 TRINITY_DN142862_c0_g1~~TRINITY_DN142862_c0_g1_i1.p1  ORF type:5prime_partial len:42 (+),score=3.57 TRINITY_DN142862_c0_g1_i1:1-126(+)	2.765916058517405
TRINITY_DN142922_c7_g5_i2.p1 TRINITY_DN142922_c7_g5~~TRINITY_DN142922_c7_g5_i2.p1  ORF type:5prime_partial len:77 (+),score=21.64 TRINITY_DN142922_c7_g5_i2:2-232(+)	-3.195137013806164
TRINITY_DN142969_c1_g1_i4.p2 TRINITY_DN142969_c1_g1~~TRINITY_DN142969_c1_g1_i4.p2  ORF type:5prime_partial len:38 (+),score=4.81 TRINITY_DN142969_c1_g1_i4:3-116(+)	1.4642985597988467
TRINITY_DN143018_c39_g5_i1.p16 TRINITY_DN143018_c39_g5~~TRINITY_DN143018_c39_g5_i1.p16  ORF type:complete len:10 (-),score=2.70 TRINITY_DN143018_c39_g5_i1:483-512(-)	0.4994774464831877
TRINITY_DN143018_c39_g5_i2.p17 TRINITY_DN143018_c39_g5~~TRINITY_DN143018_c39_g5_i2.p17  ORF type:complete len:6 (-),score=3.58 TRINITY_DN143018_c39_g5_i2:126-143(-)	-0.4978338514844458
TRINITY_DN143018_c44_g10_i2.p3 TRINITY_DN143018_c44_g10~~TRINITY_DN143018_c44_g10_i2.p3  ORF type:complete len:23 (-),score=6.98 TRINITY_DN143018_c44_g10_i2:152-220(-)	0.5004664475821874
TRINITY_DN143020_c3_g1_i1.p2 TRINITY_DN143020_c3_g1~~TRINITY_DN143020_c3_g1_i1.p2  ORF type:5prime_partial len:43 (+),score=9.10 TRINITY_DN143020_c3_g1_i1:1-129(+)	3.7611275943461955
TRINITY_DN143036_c3_g1_i1.p7 TRINITY_DN143036_c3_g1~~TRINITY_DN143036_c3_g1_i1.p7  ORF type:5prime_partial len:14 (-),score=1.98 TRINITY_DN143036_c3_g1_i1:289-330(-)	0.9363732117135286
TRINITY_DN143096_c2_g1_i1.p6 TRINITY_DN143096_c2_g1~~TRINITY_DN143096_c2_g1_i1.p6  ORF type:5prime_partial len:14 (+),score=1.69 TRINITY_DN143096_c2_g1_i1:3-44(+)	5.753098607296295
TRINITY_DN143156_c8_g1_i3.p1 TRINITY_DN143156_c8_g1~~TRINITY_DN143156_c8_g1_i3.p1  ORF type:5prime_partial len:92 (-),score=35.89 TRINITY_DN143156_c8_g1_i3:117-392(-)	-2.5360789991824415
TRINITY_DN143169_c2_g1_i6.p4 TRINITY_DN143169_c2_g1~~TRINITY_DN143169_c2_g1_i6.p4  ORF type:3prime_partial len:23 (-),score=3.24 TRINITY_DN143169_c2_g1_i6:3-68(-)	0.6748048241913602
TRINITY_DN143457_c1_g1_i1.p2 TRINITY_DN143457_c1_g1~~TRINITY_DN143457_c1_g1_i1.p2  ORF type:5prime_partial len:47 (-),score=1.40 TRINITY_DN143457_c1_g1_i1:224-364(-)	-2.4670469498032057
TRINITY_DN143487_c2_g1_i3.p7 TRINITY_DN143487_c2_g1~~TRINITY_DN143487_c2_g1_i3.p7  ORF type:complete len:10 (+),score=4.34 TRINITY_DN143487_c2_g1_i3:237-266(+)	1.5011571476165524
TRINITY_DN143683_c0_g1_i8.p5 TRINITY_DN143683_c0_g1~~TRINITY_DN143683_c0_g1_i8.p5  ORF type:5prime_partial len:35 (-),score=3.33 TRINITY_DN143683_c0_g1_i8:232-336(-)	1.7677375193916154
TRINITY_DN143683_c0_g2_i1.p14 TRINITY_DN143683_c0_g2~~TRINITY_DN143683_c0_g2_i1.p14  ORF type:complete len:7 (+),score=1.46 TRINITY_DN143683_c0_g2_i1:275-295(+)	0.49935568654234397
TRINITY_DN143974_c9_g2_i1.p5 TRINITY_DN143974_c9_g2~~TRINITY_DN143974_c9_g2_i1.p5  ORF type:5prime_partial len:16 (+),score=2.13 TRINITY_DN143974_c9_g2_i1:2-49(+)	3.759895073365508
TRINITY_DN143985_c1_g7_i1.p5 TRINITY_DN143985_c1_g7~~TRINITY_DN143985_c1_g7_i1.p5  ORF type:5prime_partial len:21 (-),score=4.75 TRINITY_DN143985_c1_g7_i1:514-576(-)	2.7618282942805616
TRINITY_DN144001_c5_g1_i7.p10 TRINITY_DN144001_c5_g1~~TRINITY_DN144001_c5_g1_i7.p10  ORF type:complete len:10 (+),score=4.57 TRINITY_DN144001_c5_g1_i7:273-302(+)	1.5011571476165524
TRINITY_DN144025_c2_g1_i1.p16 TRINITY_DN144025_c2_g1~~TRINITY_DN144025_c2_g1_i1.p16  ORF type:5prime_partial len:7 (-),score=2.21 TRINITY_DN144025_c2_g1_i1:417-437(-)	1.4581484572195973
TRINITY_DN144044_c6_g1_i2.p2 TRINITY_DN144044_c6_g1~~TRINITY_DN144044_c6_g1_i2.p2  ORF type:5prime_partial len:44 (+),score=7.21 TRINITY_DN144044_c6_g1_i2:3-134(+)	5.935522949813264
TRINITY_DN144044_c6_g1_i4.p1 TRINITY_DN144044_c6_g1~~TRINITY_DN144044_c6_g1_i4.p1  ORF type:5prime_partial len:44 (+),score=7.07 TRINITY_DN144044_c6_g1_i4:3-134(+)	6.848338761658675
TRINITY_DN144063_c5_g2_i1.p7 TRINITY_DN144063_c5_g2~~TRINITY_DN144063_c5_g2_i1.p7  ORF type:5prime_partial len:25 (-),score=4.97 TRINITY_DN144063_c5_g2_i1:723-797(-)	0.7656477571527738
TRINITY_DN144187_c0_g1_i10.p9 TRINITY_DN144187_c0_g1~~TRINITY_DN144187_c0_g1_i10.p9  ORF type:5prime_partial len:8 (-),score=2.31 TRINITY_DN144187_c0_g1_i10:127-150(-)	0.7600368331063541
TRINITY_DN144196_c3_g1_i2.p5 TRINITY_DN144196_c3_g1~~TRINITY_DN144196_c3_g1_i2.p5  ORF type:5prime_partial len:15 (+),score=3.15 TRINITY_DN144196_c3_g1_i2:3-47(+)	3.764965811909209
TRINITY_DN144196_c3_g1_i4.p6 TRINITY_DN144196_c3_g1~~TRINITY_DN144196_c3_g1_i4.p6  ORF type:5prime_partial len:15 (+),score=3.15 TRINITY_DN144196_c3_g1_i4:3-47(+)	3.764965811909209
TRINITY_DN144291_c5_g7_i1.p3 TRINITY_DN144291_c5_g7~~TRINITY_DN144291_c5_g7_i1.p3  ORF type:5prime_partial len:21 (-),score=3.87 TRINITY_DN144291_c5_g7_i1:125-187(-)	-1.1574714436613789
TRINITY_DN144384_c5_g1_i3.p1 TRINITY_DN144384_c5_g1~~TRINITY_DN144384_c5_g1_i3.p1  ORF type:complete len:51 (+),score=2.02 TRINITY_DN144384_c5_g1_i3:79-231(+)	0.8513299414972746
TRINITY_DN144415_c2_g1_i4.p3 TRINITY_DN144415_c2_g1~~TRINITY_DN144415_c2_g1_i4.p3  ORF type:5prime_partial len:30 (+),score=6.70 TRINITY_DN144415_c2_g1_i4:1-90(+)	-0.23394218174174952
TRINITY_DN144424_c2_g1_i2.p9 TRINITY_DN144424_c2_g1~~TRINITY_DN144424_c2_g1_i2.p9  ORF type:5prime_partial len:8 (+),score=2.93 TRINITY_DN144424_c2_g1_i2:2-25(+)	-0.24979937590970713
TRINITY_DN144465_c6_g1_i3.p4 TRINITY_DN144465_c6_g1~~TRINITY_DN144465_c6_g1_i3.p4  ORF type:5prime_partial len:28 (+),score=11.76 TRINITY_DN144465_c6_g1_i3:1-84(+)	4.847881721595304
TRINITY_DN144474_c1_g1_i1.p8 TRINITY_DN144474_c1_g1~~TRINITY_DN144474_c1_g1_i1.p8  ORF type:complete len:11 (-),score=1.73 TRINITY_DN144474_c1_g1_i1:108-140(-)	0.49935568654234397
TRINITY_DN144483_c7_g1_i1.p5 TRINITY_DN144483_c7_g1~~TRINITY_DN144483_c7_g1_i1.p5  ORF type:3prime_partial len:22 (-),score=2.86 TRINITY_DN144483_c7_g1_i1:3-65(-)	-0.3272949379474833
TRINITY_DN144518_c0_g1_i3.p10 TRINITY_DN144518_c0_g1~~TRINITY_DN144518_c0_g1_i3.p10  ORF type:complete len:10 (+),score=4.57 TRINITY_DN144518_c0_g1_i3:185-214(+)	1.5011571476165524
TRINITY_DN144555_c1_g1_i8.p3 TRINITY_DN144555_c1_g1~~TRINITY_DN144555_c1_g1_i8.p3  ORF type:5prime_partial len:19 (+),score=2.72 TRINITY_DN144555_c1_g1_i8:2-58(+)	0.8518777255913075
TRINITY_DN144558_c2_g1_i2.p7 TRINITY_DN144558_c2_g1~~TRINITY_DN144558_c2_g1_i2.p7  ORF type:5prime_partial len:16 (+),score=6.37 TRINITY_DN144558_c2_g1_i2:3-50(+)	-1.2620903870317939
TRINITY_DN144559_c1_g1_i11.p8 TRINITY_DN144559_c1_g1~~TRINITY_DN144559_c1_g1_i11.p8  ORF type:complete len:10 (+),score=4.57 TRINITY_DN144559_c1_g1_i11:223-252(+)	1.5011571476165524
TRINITY_DN144610_c1_g1_i1.p4 TRINITY_DN144610_c1_g1~~TRINITY_DN144610_c1_g1_i1.p4  ORF type:5prime_partial len:15 (+),score=2.52 TRINITY_DN144610_c1_g1_i1:3-47(+)	-1.2313652397502244
TRINITY_DN144624_c4_g1_i1.p5 TRINITY_DN144624_c4_g1~~TRINITY_DN144624_c4_g1_i1.p5  ORF type:3prime_partial len:8 (+),score=0.87 TRINITY_DN144624_c4_g1_i1:216-236(+)	1.499345686642343
TRINITY_DN144633_c0_g1_i1.p3 TRINITY_DN144633_c0_g1~~TRINITY_DN144633_c0_g1_i1.p3  ORF type:5prime_partial len:42 (+),score=4.16 TRINITY_DN144633_c0_g1_i1:1-126(+)	1.768726520490615
TRINITY_DN144643_c3_g1_i1.p3 TRINITY_DN144643_c3_g1~~TRINITY_DN144643_c3_g1_i1.p3  ORF type:5prime_partial len:22 (+),score=2.32 TRINITY_DN144643_c3_g1_i1:1-66(+)	4.751255358837987
TRINITY_DN144653_c7_g8_i1.p24 TRINITY_DN144653_c7_g8~~TRINITY_DN144653_c7_g8_i1.p24  ORF type:complete len:9 (-),score=5.54 TRINITY_DN144653_c7_g8_i1:201-227(-)	-4.485854886830691
TRINITY_DN144672_c0_g1_i1.p5 TRINITY_DN144672_c0_g1~~TRINITY_DN144672_c0_g1_i1.p5  ORF type:5prime_partial len:14 (-),score=2.93 TRINITY_DN144672_c0_g1_i1:189-230(-)	-0.23809692473648925
